Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
European Union,EUU,28533.8135,28836.71347,29037.41711,28796.92782,29492.21312,30259.36007,30820.78677,31564.07762,32458.38064,33330.00297,34589.68791,35326.16088,35689.89249,35951.43934,36809.14019,37442.07049,38687.36206,39843.12269,40063.32968,38259.41122,38988.42522,39790.72547,39453.75559,39316.87962,39877.9479,40741.65484,41480.91409,42658.07983,43548.30864,44363.45877,41805.99475,44138.03696
Fragile and conflict affected situations,FCS,4865.6586,4351.615063,4111.89497,3783.96689,3334.208773,3153.03579,3106.208021,3149.7287,3219.260957,3246.011201,3356.568724,3451.583012,3529.631022,3526.128032,3842.810009,3964.208136,4118.534704,4290.561651,4391.825836,4294.869667,4471.108282,4405.610007,4577.126701,4622.090095,4563.412115,4518.831383,4563.944877,4601.162046,4637.290823,4647.722656,4372.69834,4357.296538
Finland,FIN,32939.38329,30831.60881,29648.74394,29310.30707,30340.82384,31499.80578,32548.01516,34506.77188,36293.39156,37795.05776,39894.19446,40842.34177,41439.01923,42168.69347,43724.96612,44786.90966,46412.20035,48664.26571,48817.98949,44662.10014,45874.6613,46825.82484,45952.24638,45328.57532,44976.77645,45072.59021,46206.78781,47570.13358,48048.52462,48583.43399,47443.9036,48753.35471
Fiji,FJI,7889.878577,7633.793301,8078.590115,8226.21364,8628.203239,8827.799864,9201.684087,8909.385714,8921.255886,9594.636972,9328.581303,9415.502379,9618.806183,9619.746478,10031.55723,10006.76691,10097.96166,9927.0223,9961.512291,9772.743601,10019.4125,10254.3588,10368.21584,10830.61022,11411.18367,11903.50161,12179.07068,12822.0136,13311.16689,13241.35395,10966.92512,10359.20369
France,FRA,33843.02039,33898.23404,34269.28344,33906.22186,34576.31943,35176.62211,35546.58328,36247.60429,37409.39549,38490.04018,39726.4884,40220.10086,40381.45953,40425.63805,41265.12692,41638.03178,42362.98541,43123.50113,42993.05952,41544.02261,42145.68195,42862.4158,42789.05191,42813.93354,43021.39464,43345.78643,43705.14756,44577.06457,45245.96087,45922.79474,42233.1396,44993.12595
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,2925.307925,3085.503576,3132.257991,3287.029415,3184.932525,3362.493614,3242.057344,3036.021467,3114.911909,3153.959158,3301.386765,3365.746732,3382.827703,3441.756562,3346.730839,3430.396574,3447.473053,3407.930578,3351.183878,3414.071937,3500.29508,3601.894507,3523.386577,3381.953914,3291.397061,3429.742747,3446.040632,3522.288311,3513.865259,3540.78241,3455.716531,3315.23023
Gabon,GAB,17559.00611,18134.81608,17109.40156,17318.16226,17497.64982,17903.78216,18091.04729,18655.65304,18825.36117,16716.37207,15987.08908,15907.86433,15453.04956,15379.62209,15062.64032,15028.36763,14177.08793,14570.75494,13646.61762,13221.76567,13682.84753,14145.6508,14367.99991,14655.36555,14785.39867,14892.03579,14783.07812,14478.13031,14254.4617,14478.00172,13903.28895,13813.72314
United Kingdom,GBR,31537.84779,31093.64172,31134.0426,31832.81835,32973.05958,33718.50908,34274.4103,35679.01928,36698.41106,37678.6944,39080.86676,39770.60602,40303.86724,41369.49593,42099.39454,42926.99277,43533.22051,44302.85947,43887.70713,41592.36477,42270.43429,42389.14626,42705.1483,43192.07794,44247.02967,44948.33597,45574.84782,46372.3866,46878.13496,47362.26461,41984.10572,44978.71472
Georgia,GEO,11135.46289,8724.290499,4769.996524,3346.568025,3045.042484,3243.846213,3740.485453,4268.695273,4511.488803,4737.405516,4919.23188,5236.222806,5572.622006,6230.821909,6632.814265,7315.19848,8049.906055,9109.897741,9358.61459,9097.421248,9736.732094,10541.4719,11295.75409,11740.08912,12254.64565,12605.14007,12963.74396,13589.70739,14253.40899,14989.25816,13966.32634,15486.65899
Ghana,GHA,2299.638794,2360.512714,2391.986749,2447.408679,2469.241636,2512.112267,2568.070424,2613.725471,2671.266214,2721.603013,2752.164773,2787.125616,2833.588421,2901.107873,2982.887472,3075.962731,3187.576437,3240.592608,3447.274778,3523.789387,3709.395761,4128.560179,4402.545952,4610.027915,4628.901413,4616.619414,4662.011474,4929.567954,5125.24949,5345.941592,5263.526603,5435.237685
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,1507.198522,1485.435233,1485.421355,1512.979862,1526.255636,1552.491664,1576.423867,1624.346399,1651.998718,1676.718212,1685.276331,1724.435503,1785.573305,1767.791039,1771.045298,1788.389653,1772.714977,1850.637203,1881.269791,1815.315777,1856.490189,1912.817857,1976.958089,2005.381908,2028.514781,2053.111602,2217.109307,2383.578867,2471.719002,2545.140202,2604.117234,2640.344191
"Gambia, The",GMB,2080.158085,2059.832049,2047.02756,2034.401653,1974.055729,1933.309834,1919.260297,1955.317298,1965.277145,2030.69648,2081.222296,2139.55658,2011.854032,2089.62103,2173.159364,2060.522819,1988.097002,1986.395964,2046.134217,2115.614823,2172.193837,1934.727946,1974.094057,1969.77695,1885.142034,1905.822994,1889.138021,1927.039942,2012.59077,2083.309058,2042.620289,2076.566434
Guinea-Bissau,GNB,1998.173206,2057.174302,2020.741837,1997.076379,1998.836536,2035.223783,2224.748653,2324.843826,1641.030749,1627.07535,1681.406229,1681.956015,1628.730327,1600.670908,1606.582143,1635.41434,1632.505146,1643.376899,1652.884361,1665.200793,1697.495589,1787.073969,1710.02377,1718.862075,1690.091136,1748.029233,1811.300971,1872.309281,1851.886546,1890.533103,1803.630591,1831.383229
Equatorial Guinea,GNQ,936.4197507,893.097341,1159.738622,1240.908573,1394.786465,1578.04944,2530.19877,6084.623075,7242.224926,8749.425868,9890.817737,15389.15599,17534.84708,19081.92623,25164.15329,28075.17808,28879.35209,31770.01479,35688.64707,34479.89483,29944.2618,30502.60047,31680.65974,29143.0218,28106.19839,24563.5006,21566.05705,19617.84471,17764.96963,16240.36981,15132.37997,14637.00735
Greece,GRC,24262.84258,24716.51743,24700.13059,24162.37153,24522.52599,24920.72894,25521.27937,26534.49505,27415.62595,28149.84376,29133.83944,30180.22585,31249.39735,32981.35178,34564.91128,34670.18503,36520.04803,37619.66086,37394.17253,35691.94594,33693.21148,30318.40467,28322.57306,27810.91123,28129.96132,28260.38667,28239.91921,28604.86094,29141.17438,29721.58576,27103.54091,29548.03891
Grenada,GRD,8571.903026,8628.730104,8446.736918,8189.449503,8247.342309,8351.251586,8656.514185,9030.13349,10029.63023,10658.9818,11116.61171,10840.76489,11182.83324,12183.87401,12019.21689,13523.77752,12897.59435,13597.08272,13634.03075,12645.69184,12493.88455,12493.16395,12242.95274,12420.1483,13215.91335,13948.46699,14351.28609,14869.98257,15401.72682,15393.79115,13175.42279,13688.2558
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,5561.070684,5611.542265,5730.645953,5805.709528,5891.327439,6033.042695,6064.020817,6181.172344,6338.338074,6428.047976,6499.883285,6493.60647,6589.737074,6612.669877,6676.704533,6753.682536,6972.381592,7269.20626,7365.280436,7262.500109,7335.988974,7503.674656,7590.755467,7734.117707,7939.374378,8125.655534,8206.047987,8322.21681,8469.115288,8671.702718,8390.22218,8926.700117
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,4818.387995,5131.020155,5522.384552,5956.328067,6444.218961,6749.160113,7267.894139,7700.340088,7556.175332,7766.33261,7649.94956,7816.526114,7899.714152,7847.303431,7971.43079,7823.267499,8239.124692,8853.169801,9036.88507,9399.297185,9831.809397,10394.14229,10946.45463,11293.94962,11427.87307,11446.76348,11819.15486,12193.62168,12374.2195,12820.4897,18430.56975,21925.18686
High income,HIC,31819.96067,32081.51674,32512.12226,32677.29416,33507.49634,34265.74489,35079.09431,36034.89996,36791.29761,37782.62249,39126.49651,39476.65272,39852.41112,40524.37761,41703.31774,42654.44738,43711.39706,44602.98737,44560.35849,42786.33173,43834.30818,44578.17186,44945.67144,45347.82428,46051.44778,46897.36173,47506.39401,48405.73945,49325.39226,49982.78001,47614.08921,50122.20586
"Hong Kong SAR, China",HKG,28797.69002,30188.37286,31802.44413,33199.34331,34419.34787,34545.53233,34452.98839,35909.79239,33516.35555,34029.93871,36316.24063,36251.75598,36689.48906,37885.54804,40861.68222,43689.33901,46462.46154,49042.77541,49787.64267,48458.86939,51359.80777,53471.79542,53783.94408,55229.60662,56358.04417,57214.69066,58098.3944,59842.213,61055.33813,59588.51861,55888.68833,59978.14846
Honduras,HND,3912.702045,3678.262009,3793.711119,3928.371716,3827.993106,3953.102425,3916.741386,3985.107634,4020.585805,3886.985474,4058.028862,4058.111643,4101.276992,4179.422864,4330.739318,4482.757686,4665.767292,4842.422771,4936.869076,4714.679264,4790.109573,4874.873584,4978.074023,5020.936864,5079.70345,5180.186694,5287.25283,5447.698792,5561.262533,5613.660588,5028.145109,5572.176988
Heavily indebted poor countries (HIPC),HPC,1833.686584,1802.279575,1742.077,1705.015737,1656.661105,1691.745071,1729.768708,1782.277025,1793.192764,1799.145018,1804.709374,1828.581433,1835.797733,1856.33381,1906.253349,1958.231426,2016.43267,2071.303583,2127.969097,2141.866529,2210.279377,2239.003513,2245.100089,2306.050804,2370.125432,2408.298197,2447.161686,2494.346076,2526.101544,2561.602783,2496.646748,2519.122586
Croatia,HRV,,,,,,15073.54649,16237.30455,17323.97071,17737.67189,17681.54664,18368.25814,19675.70904,20797.47809,21948.34529,22853.73314,23797.3018,24954.39046,26208.11412,26735.94083,24838.77955,24590.52099,24654.19755,24153.05763,24124.06432,24118.53046,24931.48618,25999.83335,27211.8238,28225.0023,29352.78886,26950.71963,31635.82488
Haiti,HTI,3598.982246,3593.639305,3336.836473,3095.55799,2674.591594,2884.891411,2948.952968,2973.391046,2983.340255,3008.93461,2980.191654,2917.113527,2896.808541,2946.377151,2859.126021,2898.317526,2900.4378,2987.130079,3017.074731,3143.773433,2932.279149,3047.274572,3015.858658,3099.477322,3106.984955,3141.046806,3153.176309,3187.789761,3197.141265,3101.594122,2959.089444,2870.145037
Hungary,HUN,,16429.70108,15932.49962,15858.78549,16348.53148,16615.16255,16657.44386,17215.65523,17928.73453,18531.74965,19412.18341,20249.44764,21270.01248,22200.10341,23362.8116,24414.58278,25417.54706,25527.56386,25829.03244,24162.26769,24477.57531,25005.28666,24820.51611,25337.58723,26481.16572,27528.30585,28217.35404,29501.12042,31122.50279,32649.14161,31231.59594,33593.15197
IBRD only,IBD,5111.239876,5048.949829,4994.064967,5040.381161,5080.905617,5190.281487,5380.563522,5560.028551,5590.830694,5730.061051,5988.794553,6128.468585,6330.889955,6633.598159,7053.641512,7458.786339,7964.531666,8551.541613,8923.792423,9027.017897,9597.271996,10061.66484,10472.26898,10867.71106,11249.53662,11605.42041,12020.00284,12518.31343,13006.23378,13384.7112,13013.54307,13837.42474
IDA & IBRD total,IBT,4538.224271,4480.487949,4428.615294,4452.436976,4471.178641,4557.04839,4711.385639,4852.565932,4873.829883,4980.239319,5182.91599,5293.442896,5454.286017,5693.819459,6032.979806,6357.147377,6758.03691,7219.566158,7508.072464,7588.33732,8030.608564,8383.895233,8694.024057,9004.334788,9305.867994,9576.769887,9885.458021,10255.81692,10619.1162,10892.95356,10568.37076,11160.63164
IDA total,IDA,2202.237889,2185.033955,2170.282981,2130.702002,2090.474594,2112.774387,2158.030003,2182.771601,2199.317454,2215.881795,2247.966722,2292.628317,2347.170946,2407.22978,2509.46741,2602.930947,2700.718031,2800.118234,2872.111368,2940.238054,3038.177027,3108.522559,3169.334703,3277.809984,3396.062236,3476.410948,3542.589534,3617.239247,3709.891437,3785.709821,3703.707193,3769.534077
IDA blend,IDB,3253.773256,3233.728496,3259.834435,3175.065912,3131.003186,3127.215901,3183.12302,3157.847329,3161.363849,3156.918518,3189.479405,3235.732625,3351.716201,3447.525177,3620.272343,3751.369151,3879.553657,4003.143299,4053.127442,4164.856523,4278.187832,4358.002001,4448.424889,4589.362499,4749.25372,4844.151839,4865.83119,4909.035246,5012.888569,5050.077436,4883.773201,5039.772628
Indonesia,IDN,4519.722794,4742.62213,4965.13361,5200.022744,5500.552602,5856.211892,6212.671276,6401.215169,5474.59757,5435.755249,5621.262041,5744.493988,5921.077847,6121.666192,6348.294579,6625.614665,6899.851204,7242.018166,7578.205221,7828.809188,8212.634454,8610.528848,9015.800861,9402.107954,9759.025207,10121.84092,10519.29506,10941.92095,11397.4314,11857.78912,11515.74035,11858.14651
IDA only,IDX,1672.081252,1653.088131,1614.83985,1601.017997,1561.862073,1598.357097,1637.422773,1689.154202,1712.058795,1739.701485,1770.25454,1812.939794,1834.48033,1877.001395,1942.569484,2017.319469,2100.590344,2188.348216,2272.695281,2316.872772,2406.35586,2471.747347,2517.729735,2610.741917,2709.014859,2784.487377,2878.558542,2973.957426,3064.205483,3164.056694,3127.772867,3148.233835
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,1819.021597,1800.010902,1859.714851,1908.578224,1994.943942,2103.727155,2218.824342,2264.795571,2359.892551,2521.576658,2571.149656,2646.878224,2699.178102,2861.574708,3037.063815,3225.54433,3432.819251,3642.00241,3701.395479,3937.237642,4213.362991,4374.232272,4551.862127,4780.120345,5071.047084,5411.875588,5789.678066,6112.06665,6436.153402,6608.624078,6114.03158,6592.041791
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,26706.25581,27065.53476,27780.22925,28386.00242,29901.75001,32614.96611,34745.80388,38190.49806,41107.29907,44926.52894,48500.34737,50266.95767,52342.86036,53049.16786,55623.88684,57548.99679,58812.30625,60170.41824,56312.50413,52902.88813,53500.91489,53712.28574,53482.20065,53800.20878,58027.83898,71490.80309,72106.79863,77749.20196,83340.3916,86681.27013,91099.74854,102496.22
"Iran, Islamic Rep.",IRN,9442.248116,10239.68124,10331.3292,10114.03948,9904.10017,10006.93315,10503.59246,10495.13133,10547.83973,10589.98471,11026.10181,11098.44624,11878.86236,12785.93014,13126.58255,13328.95639,13780.72793,14689.56045,14525.76025,14473.83289,15099.46019,15302.20194,14541.84937,14113.45779,14538.52187,14010.85826,14968.59505,15163.29231,14628.94634,14084.35351,14432.36271,15004.68797
Iraq,IRQ,7449.471655,2650.086869,3410.740508,4234.240603,4190.641249,4136.325678,4445.65263,5222.930074,6822.681016,7763.872534,8779.792562,8654.453692,7693.858039,4726.974048,7044.686825,6952.88933,7292.887057,7493.843917,7955.696098,7933.821176,8178.305252,8493.082467,9251.982403,9503.87504,9194.864078,9371.213487,10404.20387,9976.854942,9995.049513,10299.31629,8919.797456,8962.394143
Iceland,ISL,,,,,,33666.1805,35014.19909,36732.93193,39017.43768,40103.86599,41530.51732,42626.92307,42484.51611,43095.35686,46051.74389,48104.65181,49956.84865,52827.01012,52999.43754,48770.95034,47457.62292,48186.16729,48440.25508,50168.68853,50450.74161,52142.93281,54665.76392,55638.49206,56816.36361,56923.17245,52174.57238,53586.15564
Israel,ISR,,,,,,26668.61911,27520.0459,27858.39981,28349.14712,28556.79575,30223.88276,29618.41799,28994.697,28872.81882,29724.14725,30412.0788,31547.23172,32861.67314,33332.58845,32832.731,34065.84203,35301.81998,35552.85326,36436.38435,37144.4807,37321.01696,38251.29694,39121.29583,39936.76775,40810.0545,39351.89598,42061.24092
Italy,ITA,36585.6799,37122.82193,37407.11132,37065.43412,37855.00774,38947.20131,39429.49556,40129.90188,40844.74561,41501.78837,43053.93306,43869.42794,43915.38534,43781.21998,44118.03664,44260.82742,44918.17035,45356.53672,44623.60202,42074.92125,42664.35527,42892.30556,41501.71123,40268.11279,39898.52646,40247.82904,40837.73763,41581.12079,42045.92147,42739.04991,39065.2821,41929.43111
Jamaica,JAM,8692.502235,9038.113567,9128.911769,9889.121684,9924.544809,10055.79994,9951.085267,9752.657289,9445.077987,9471.598639,9496.543122,9575.8761,9719.602501,10027.36871,10110.53531,10151.97662,10396.59323,10500.33395,10376.10238,9885.023929,9700.027418,9823.773528,9715.208354,9718.624763,9745.554008,9800.50685,9906.04022,9984.577117,10160.76327,10244.36619,9198.148405,9596.564404
Jordan,JOR,8127.626506,7839.873323,8500.025788,8426.271395,8426.701622,8587.846639,8480.816993,8530.064258,8586.142779,8686.438402,8866.477645,9140.067009,9463.036536,9636.589162,10204.41281,10751.77125,10862.46176,11028.31216,11540.40374,11856.2888,11866.88083,11885.23866,12001.99026,11542.29252,10605.34929,9912.713159,9633.100767,9629.102999,9584.50699,9551.165384,9203.375773,9223.147538
Japan,JPN,32846.38961,33870.37404,34048.78455,33782.73545,34053.52423,34867.58039,35878.78947,36144.61755,35588.62512,35405.08013,36323.0953,36375.58642,36306.3302,36784.88103,37576.38989,38250.63801,38751.005,39280.8949,38781.19873,36577.8634,38069.95604,38149.61811,38735.89635,39569.63657,39739.54112,40402.58151,40727.96888,41444.21574,41739.20332,41697.41194,39935.46472,40784.38177
Kazakhstan,KAZ,13475.6399,11917.71405,11294.73658,10292.19832,9126.25583,8552.451997,8726.538477,9016.003247,8998.901209,9330.564789,10275.76187,11682.84179,12827.23108,13973.07774,15208.44025,16536.01541,18112.7787,19500.47894,19770.21665,19614.73532,20751.25724,21970.08392,22702.57884,23720.81607,24355.75612,24290.41763,24210.86296,24862.96612,25544.34476,26351.80444,25361.50799,26110.53004
Kenya,KEN,3655.362057,3590.744754,3455.491337,3367.167823,3357.710461,3408.542222,3455.100674,3379.896493,3398.472045,3380.77644,3303.326445,3325.911902,3244.176334,3241.674665,3306.789954,3399.403994,3513.348269,3644.334913,3545.593502,3555.988259,3735.792926,3824.197467,3899.167071,3950.881432,4055.113188,4163.924747,4244.857626,4312.908917,4464.813211,4601.211373,4498.382638,4743.486432
Kyrgyz Republic,KGZ,5158.317569,4671.52285,3978.909914,3362.829,2688.351778,2517.28445,2656.01772,2877.098569,2893.417535,2954.954122,3078.909252,3212.133547,3182.232895,3370.430199,3563.875363,3517.720509,3588.089918,3857.653909,4142.211454,4210.626347,4141.077206,4334.660789,4259.318204,4631.403267,4722.086002,4805.141092,4912.382484,5046.691535,5133.151914,5258.366696,4726.196559,4814.956438
Cambodia,KHM,,,,1716.840958,1077.898492,1153.926483,1193.230871,1214.011729,1244.980945,1376.046717,1486.107114,1578.627701,1652.538132,1761.421102,1909.418456,2124.837457,2313.330332,2505.520349,2629.259058,2592.155461,2706.991816,2856.530786,3021.332219,3197.5321,3378.364591,3565.245067,3761.911338,3972.724164,4217.621791,4464.29445,4276.184539,4354.565206
Kiribati,KIR,2045.236826,2005.513122,1989.629741,1976.684683,1981.429682,1951.835054,1952.542766,1950.331793,2041.964621,1976.36843,2063.556002,1994.917487,2028.594195,2027.558278,1954.683015,2010.928798,1971.39879,1973.749754,1895.889788,1874.509421,1819.201351,1819.656585,1883.17344,1932.235337,1883.230556,2038.48644,1997.822854,1962.319554,2033.728279,1990.517968,1944.846959,1937.089296
St. Kitts and Nevis,KNA,14178.57092,13946.44585,14414.53064,15191.82301,15786.24446,16421.39454,17160.26683,18096.55206,17774.76086,18103.55161,19642.95237,20438.84982,20593.89838,19712.70174,20434.91272,22354.21915,22985.16554,23053.86747,25554.31201,24622.87307,24572.83154,24876.69729,24672.40071,26058.2699,28019.89443,28219.10914,29329.47846,29333.39318,29950.49332,31194.73719,26700.66873,26485.81724
"Korea, Rep.",KOR,12656.39606,13882.42101,14590.533,15436.38786,16698.27616,18120.4939,19364.94137,20367.97364,19184.22375,21232.60976,22963.63854,23893.89701,25591.39905,26260.36841,27515.95177,28640.70624,29990.522,31569.9312,32275.12525,32363.96866,34394.49049,35388.97691,36049.19349,37021.13416,37967.47562,38828.741,39814.65893,40957.41806,41965.89054,42758.59037,42396.76194,44232.20573
Kuwait,KWT,,,41446.96375,54426.32614,59468.75149,61826.11827,60443.91815,59894.1514,60105.80593,57210.53649,58117.18058,56580.98937,56701.05941,64811.18196,69723.61729,74294.34666,75551.11092,75498.23036,73162.90044,64468.79344,59780.02985,61356.9356,60588.15596,57051.7438,55583.56167,53808.12576,53476.12104,50007.29954,48943.00622,47314.79686,43922.63021,
Latin America & Caribbean (excluding high income),LAC,10434.34931,10570.67891,10640.84716,10910.15156,11308.88777,11150.74773,11407.44531,11814.0485,11929.96716,11801.64028,12041.96781,11894.3294,11787.80261,11922.17543,12399.98467,12729.21537,13217.30269,13760.66927,14116.83163,13661.12738,14420.04473,14905.38635,15104.65338,15376.33679,15448.64178,15380.49072,15215.37203,15363.22034,15455.71539,15408.19992,14275.38643,15093.56575
Lao PDR,LAO,1939.086239,1966.43868,2019.391345,2082.097554,2194.526868,2291.874436,2394.068351,2505.624175,2557.183955,2696.163939,2804.818277,2918.387322,3043.482844,3181.054976,3336.899783,3522.2879,3765.648668,3988.169721,4234.00189,4482.899762,4793.223985,5103.54896,5434.834686,5789.2754,6145.497219,6499.072932,6850.580907,7211.259089,7546.334254,7840.071383,7763.948881,7846.975022
Lebanon,LBN,5862.836598,8587.33702,9788.923217,10634.39185,11291.28918,11802.42348,12891.5496,12795.04674,13037.97375,12752.06292,12711.94656,12993.86252,13264.98883,13516.33442,14198.55134,14365.58671,14350.74792,15394.1852,16522.33483,17979.25791,19239.56483,19216.9679,19202.54743,18180.36684,16863.63723,16611.72019,17248.18948,17808.07689,17970.93902,17172.19765,13780.95844,12977.2023
Liberia,LBR,,,,,,,,,,,1725.144894,1724.05975,1742.789142,1207.726032,1224.57175,1232.456857,1258.729846,1311.445268,1349.028232,1376.453102,1418.675819,1475.839269,1538.407221,1635.95825,1613.86548,1581.055113,1525.458013,1533.411238,1521.733471,1455.637649,1383.828099,1423.229589
Libya,LBY,,,,,,,,,,26668.44434,27130.46834,26040.31297,25173.15483,27744.88085,28244.26186,30782.93147,32040.95347,33345.94914,32590.65917,30510.86058,31394.16175,16356.36266,32214.90633,25907.75689,19569.90049,19108.94383,18554.4806,24212.91093,25734.16863,22535.44562,16924.15045,21965.17331
St. Lucia,LCA,11419.09982,11305.722,12025.49411,11918.58185,11950.98888,12017.28667,12238.28569,12037.23931,12679.68363,12903.05995,12808.66517,12287.85607,12247.13384,12671.68633,13493.93843,13345.37176,14079.8673,14228.47063,14838.96442,14324.69317,14448.2644,15133.39718,15017.7459,14469.64889,14605.22027,14339.10946,14810.63705,15247.45884,15622.77804,15460.80076,11651.16713,13045.95538
Latin America & Caribbean,LCN,10577.28917,10730.46617,10842.74003,11122.61321,11523.82311,11406.41929,11679.78858,12110.27607,12249.62735,12132.27436,12381.92306,12258.01792,12160.93913,12309.54363,12819.46409,13162.01154,13662.87722,14214.38489,14577.55622,14121.61288,14878.30672,15385.63621,15627.59517,15913.82636,15996.42791,15944.90859,15796.87948,15950.88588,16081.44917,16065.14698,14874.12963,15774.80686
Least developed countries: UN classification,LDC,1604.086116,1594.318523,1561.523814,1523.32906,1492.614697,1539.713219,1587.103513,1636.394635,1658.351381,1686.020503,1717.395746,1767.853852,1807.147066,1853.799256,1926.850188,2022.430427,2118.044082,2228.212284,2323.362032,2367.00124,2455.800606,2515.582317,2559.415786,2639.808082,2733.943874,2798.196778,2872.695483,2947.056831,3021.02213,3108.799912,3068.815388,3059.281205
Low income,LIC,1360.999546,1332.477637,1273.159654,1249.230569,1208.385328,1230.282763,1262.02844,1315.316868,1315.296246,1322.440866,1327.618405,1365.710641,1380.838651,1408.379295,1455.257369,1510.719916,1564.397721,1625.89793,1676.533384,1690.798992,1761.799889,1775.37734,1746.174645,1792.812316,1855.136195,1893.466628,1932.528625,1962.881701,1983.572989,2011.736525,1970.168054,1956.76697
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,4011.656201,4145.949031,4279.296617,4526.591566,4735.260806,4955.054036,5108.516616,5405.247372,5630.645975,5841.736802,6154.546243,6016.460193,6205.527876,6518.903337,6816.027253,7182.988242,7674.513573,8135.801139,8558.664101,8800.107188,9440.672169,10190.34917,11055.63389,11414.16682,12029.37545,12420.55297,12904.85386,13584.19311,13753.05489,13639.02189,13095.76029,13386.68132
Lower middle income,LMC,3264.864212,3255.552276,3267.714973,3232.142325,3223.753905,3301.378734,3420.605633,3473.248754,3454.121516,3541.942331,3633.808874,3718.913044,3824.157971,3998.408526,4194.615016,4379.352297,4593.171869,4835.246092,4955.561369,5090.806971,5340.054144,5510.203621,5667.217399,5857.887415,6094.738274,6309.611526,6592.078118,6842.90534,7089.21669,7259.817425,6930.946452,7241.60019
Low & middle income,LMY,4352.667124,4310.515052,4258.71131,4278.141473,4289.706187,4364.99182,4510.55951,4646.899572,4664.2311,4769.669171,4966.856913,5074.647353,5231.375418,5466.227364,5793.768041,6110.940703,6498.471121,6945.751375,7222.048269,7308.868604,7751.469935,8094.323022,8400.894609,8711.619348,9007.022713,9270.959272,9575.813101,9933.88626,10281.9613,10545.96918,10239.36693,10806.69848
Lesotho,LSO,1265.91891,1331.527059,1401.932101,1430.378721,1495.948302,1526.454697,1594.561686,1638.963564,1653.219586,1653.922691,1714.250176,1774.556117,1789.136017,1874.944213,1914.018167,1988.332201,2073.115704,2152.656244,2258.376816,2214.311607,2315.276789,2404.362774,2535.470842,2557.00032,2574.296385,2625.637083,2688.134599,2571.694113,2541.452759,2533.119058,2292.19521,2295.232215
Late-demographic dividend,LTE,5294.842587,5226.736447,5093.01935,5179.286117,5267.066034,5463.761513,5648.634746,5865.339149,5916.703739,6128.11545,6505.308562,6780.298963,7123.881628,7554.399619,8104.409148,8651.797549,9369.706928,10224.73237,10835.99996,11057.65361,11825.03566,12552.66633,13170.95789,13761.07981,14341.75989,14845.08086,15364.88529,16040.81342,16787.94374,17454.35502,17338.47106,18480.55557
Lithuania,LTU,,,,,,10640.36003,11274.64011,12302.1012,13317.90773,13259.61695,13846.68329,14872.37909,16004.4389,17839.78274,19226.46927,21053.1846,22977.99665,25835.36802,26784.88003,23065.06196,23942.76036,25968.58342,27330.89595,28589.02666,29855.83149,30748.19631,31925.80342,33761.87124,35446.70808,37184.4536,37166.41158,39305.61305
Luxembourg,LUX,70860.81912,75961.66872,76323.30475,78468.92176,80365.22451,80379.12763,80401.03202,83702.81353,88185.80011,94115.38403,99301.527,101143.148,103317.3311,104743.0001,107634.8372,108632.36,113346.0358,120647.823,118154.6672,112230.0814,114343.9881,112998.3905,112137.1355,113050.6633,113313.5789,113182.7286,116283.6997,114985.8422,114164.4686,114542.4969,111751.3148,115683.4937
Latvia,LVA,,,,,,9599.146005,9959.121033,10947.78118,11751.71414,12174.30376,12989.89842,13990.84384,15157.6208,16593.91768,18165.74941,20331.70003,22975.56276,25466.78292,24899.64638,21704.32379,21173.4018,22117.40668,23970.45251,24715.06571,25423.48911,26628.35468,27509.33633,28673.5634,30051.40256,31038.67927,30568.50182,32081.45472
"Macao SAR, China",MAC,47880.27373,47966.59174,52889.17106,54413.0003,55550.13133,56243.99446,54947.57914,53808.52465,50481.47731,48509.75262,50539.91922,51144.12416,54395.48399,59037.93655,72717.07455,76483.90759,84436.74642,94134.14132,94804.92406,93540.67015,114042.4953,135365.3874,144891.3419,157602.4825,151616.4024,116855.5337,113941.6698,122977.509,128437.323,122822.1245,55158.71273,64796.99514
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,3595.33374,3789.995117,3649.871826,3565.513672,3883.276611,3617.813721,4003.989014,3882.959229,4103.550781,4089.883545,4111.650391,4353.847168,4431.303711,4636.992188,4797.675293,4889.109863,5189.35498,5302.170898,5543.088379,5703.028809,5841.878418,6064.432129,6160.998535,6352.433105,7462.152832,7687.690918,7632.185547,7921.619141,8072.086426,8217.598633,7545.995117,8058.396973
